text,labels
"In late 2003 , Islamic leaders in northwestern Nigeria suspended immunizations , claiming the WHO had supplied a vaccine that would cause sterility .",O O B-tim O O O O O B-geo O O O O O B-org O O O O O O O O O
Health officials denied the claim .,O O O O O O
The WHO said the ban caused the number of polio cases in West Africa to double last year .,O B-org O O O O O O O O O O B-geo I-geo O O O O O
"Elsewhere , Ukraine has confirmed a new outbreak of bird flu among birds in the southern Crimea Peninsula .",O O B-org O O O O O O O O O O O O O B-org I-org O
"Nigerian leaders last year agreed to resume anti-polio efforts , using a different vaccine .",B-gpe O O O O O O O O O O O O O O
The news that the 17-year-old unmarried daughter of Republican vice-presidential nominee Sarah Palin is pregnant has brought the issues of teen sex and sex education into the media spotlight .,O O O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O O O
"For the first time in 15 years , the teen birth rate in America is on the rise .",O O O O O B-tim O O O O O O O B-geo O O O O O
"As Brian Padden reports , the issues of sexual activity by teens and how information about sex is conveyed to them in school are highly controversial .",O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O
"The U.S. business newspaper The Wall Street Journal says a United Nations study of problems with the U.N. oil-for-food program in Iraq will criticize Secretary-General Kofi Annan for a series of management lapses , among them conflicts of interest involving Mr. Annan 's son , Kojo .",O B-geo O O B-org I-org I-org I-org O O B-org I-org O O O O O B-org O O O B-geo O O O B-per I-per O O O O O O O O O O O O O B-per I-per O O O B-org O
An investigative panel headed by former U.S. Federal Reserve chairman Paul Volcker is expected to criticize Mr. Annan for failing to take action to correct flaws in the U.N. bureaucracy that allowed problems to develop in the $ 40 billion oil-for-food program .,O O O O O O B-org I-org I-org O B-per I-per O O O O B-per I-per O O O O O O O O O O B-geo O O O O O O O O O O O O O O
"The Wall Street Journal says the U.N. report will find that Mr. Annan held at least four meetings with Cotecna , a Swiss company that held lucrative United Nations contracts and also employed Mr. Annan 's son , Kojo .",O B-org I-org I-org O O B-geo O O O O B-per I-per O O O O O O B-geo O O B-gpe O O O O B-org I-org O O O O B-per I-per O O O B-org O
"The new report , the second of three to be issued by the Volcker commission this year , is due to be made public on Tuesday .",O O O O O O O O O O O O O B-per O O O O O O O O O O O B-tim O
A senior Palestinian security official says there is progress in efforts to free two Western journalists abducted in Gaza nearly two weeks ago .,O O B-gpe O O O O O O O O O O O O O O O B-geo O B-tim O O O
"Interior Minister Said Siyam , of the militant Islamic group Hamas , said Friday officials are attempting to secure the release of the men .",O B-per I-per I-per O O O B-org I-org I-org I-org O O B-tim O O O O O O O O O O O
Ukrainian officials say they do not yet know if the birds had the H5N1 strain .,B-gpe O O O O O O O O O O O O O O O
He did not elaborate .,O O O O O
"His statement was the first upbeat assessment by Palestinian officials since gunmen seized Fox correspondent , American Steve Centanni , and cameraman Olaf Wiig of New Zealand on August 14 .",O O O O O O O O B-gpe O O O O B-per O O B-org B-per I-per O O O B-per I-per O B-geo I-geo O B-tim I-tim O
"On Thursday , Palestinian Prime Minister Ismail Haniyeh condemned the kidnapping and called for the release of the men .",O B-tim O B-gpe B-per I-per I-per I-per O O O O O O O O O O O O
A group calling itself the Holy Jihad Brigades said it is holding the two journalists .,O O O O O B-org I-org I-org O O O O O O O O
It demanded that the U.S. release Muslim prisoners it is holding by Saturday .,O O O O B-geo O B-per O O O O O B-tim O
The commander of Russia 's strategic missile force says Russia is capable of targeting U.S. missile defense sites if they are built in the Czech Republic and Poland .,O O O B-geo O O O O O B-geo O O O O B-geo O O O O O O O O O B-gpe B-geo O B-geo O
General Nikolai Solovtsov warned Monday that Russia has the ability to resume building intermediate and short-range missiles if the Kremlin drops out of an arms treaty with the United States .,B-per I-per I-per O B-tim O B-geo O O O O O O O O O O O O B-org O O O O O O O O B-geo I-geo O
"A NATO spokesman Monday described the general 's comments as "" extreme language "" that is uncalled for and out of date .",O B-org O B-tim O O O O O O O O O O O O O O O O O O O
"The Polish and Czech prime ministers , Jaroslaw Kaczynski and Mirek Topolanek , said Monday they would likely accept Washington 's proposal to build U.S. missile defense sites .",O B-gpe O B-gpe O O O B-per I-per O B-per I-per O O B-tim O O O O B-geo O O O O B-geo O O O O
Washington says the sites would defend against missile launches from Iran or North Korea .,B-geo O O O O O O O O O B-geo O B-geo I-geo O
The World Health Organization has confirmed more than 80 deaths from bird flu in East Asia and Turkey since 2003 .,O B-org I-org I-org O O O O O O O O O O B-geo I-geo O B-geo B-tim I-tim O
Russian President Vladimir Putin has called the presence of a missile defense system so close to Russia 's border a threat to its security .,B-gpe B-per I-per I-per O O O O O O O O O O O O B-geo O O O O O O O O
Thousands of Syrians took to the streets of Damascus Monday to protest a U.N. probe they said unfairly blames the government for the killing of Lebanese former Prime Minister Rafik al-Hariri .,O O B-gpe O O O O O B-geo B-tim O O O B-geo O O O O O O O O O O O B-gpe O B-per I-per I-per I-per O
Damascus says the investigation was politically motivated and denies any involvement in the assassination .,B-geo O O O O O O O O O O O O O O
"The U.N. report , issued last week , implicated Lebanese and Syrian officials in the killing .",O B-geo O O O O O O O B-gpe O B-gpe O O O O O
It said Syria 's cooperation in the probe was limited .,O O B-geo O O O O O O O O
"In an interview with British radio on Sunday , U.S. Secretary of State Condoleezza Rice and British Foreign Secretary Jack Straw called for international pressure against Syria .",O O O O B-gpe O O B-tim O B-org B-per O B-org B-per I-per B-org I-org I-org B-per I-per I-per O O O O O B-geo O
"Syria 's official news agency reported President Bashar al-Assad sent a message to members of the U.N. Security Council , which is expected to consider sanctions over the killing .",B-geo O O O O O B-per I-per I-per O O O O O O O B-org I-org I-org O O O O O O O O O O O
"Venezuelan President Hugo Chavez has called for an investigation into U.S.-based CNN , saying the news network was seeking his assassination after its Spanish-language channel ran an image of him next to a caption that read , "" Who killed him ? """,B-gpe B-per I-per I-per O O O O O O B-org I-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"CNN issued an apology over Tuesday 's video mix-up , saying the caption had been meant for a story about Washington Redskins football star Sean Taylor , who died Tuesday in Florida of a gunshot wound .",B-org O O O O B-tim O O O O O O O O O O O O O O B-geo I-geo O O B-per I-per O O O B-tim O B-geo O O O O O
But President Chavez said he doubted the caption was broadcast next to his image by mistake and called on his attorney general to probe the incident .,O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O
"An outbreak of cholera in West Africa has killed at least 177 people and sickened more than 9,000 in Guinea-Bissau within the past month .",O O O O O B-geo I-geo O O O O O O O O O O O O B-geo O O O O O
"He accused the network of possibly seeking to "" instigate a political assassination . """,O O O O O O O O O O O O O O O
"Mr. Chavez , who was briefly ousted in a 2002 coup , has often reported alleged attempts to assassinate him but without offering significant evidence .",B-per I-per O O O O O O O B-tim O O O O O O O O O O O O O O O O
American tennis veteran Andre Agassi has notched another win at the Delray Beach International Championships in Florida .,B-gpe O O B-per I-per O O O O O O B-org I-org I-org I-org O B-geo O
But the tournament 's top seed had to work to get past Ramon Delgado of Paraguay Wednesday .,O O O O O O O O O O O O B-per I-per O B-geo B-tim O
"After losing the first set , 04-Jun , Agassi survived a tough second set that included two match points , 07-Jun .",O O O O O O O O B-per O O O O O O O O O O O O O
"He then cruised through the deciding third set , 6-0 .",O O O O O O O O O O O
Also winning in the second round was third seeded Xavier Malisse of Belgium .,O O O O O O O O O B-per I-per O B-geo O
"He defeated American Justin Gimelstob , 06-Feb , 07-May .",O O B-gpe B-per I-per O O O O O
"German Florian Mayer , the sixth seed at the Delray Beach Tennis Center , ousted Oliver Marach of Austria , 07-May , 06-Mar .",O B-per I-per O O O O O O B-org I-org I-org I-org O O B-per I-per O B-geo O O O O O
"Guillermo Garcia-Lopez of Spain was a 06-Mar , 06-Feb winner over Todd Widom of the United States in a match between unseeded players .",B-per I-per O B-geo O O O O O O O B-geo I-geo O O B-geo I-geo O O O O O O O
"In an attempt to control the outbreak , the government has banned the sale of water at markets .",O O O O O O O O O O O O O O O O O O O
"Iraq 's top Shi'ite cleric , Grand Ayatollah Ali al-Sistani , has warned the nation 's prime minister that the government must provide for security or risk "" other groups "" taking over that responsibility .",B-geo O O O O O B-org I-org I-org I-org O O O O O O O O O O O O O O O O O O O O O O O O O O
"In a statement released Saturday , the ayatollah called the failure of Iraqi security forces to decrease the violence plaguing the country "" serious . """,O O O O B-tim O O O O O O O B-gpe O O O O O O O O O O O O O
He made the comments after holding talks with Iraqi Prime Minister Nouri al-Maliki in Najaf .,O O O O O O O O B-gpe B-per O B-per I-per O B-geo O
"Mr. Maliki , who has been criticized for failing to clamp down on sectarian violence , said he planned to make changes to four government ministries .",B-per I-per O O O O O O O O O O O O O O O O O O O O O O O O O
